id,nama,kategori,zona,strategi,telepon,tipe,rating,reviews,maps_url
386,"Koomba Shoes Clean","Cuci Sepatu","Zona 5 (Timur/Utara)","HIGH_LOW_REV",085773095370,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=Koomba%20Shoes%20Clean%20sukabumi"
387,"WASH SHOE (WS)","Cuci Sepatu","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",085834016005,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=WASH%20SHOE%20(WS)%20sukabumi"
388,"D'SHOES LAUNDRY","Cuci Sepatu","Zona 3 (Pusat Selatan)","HIGH_LOW_REV",085798193764,mobile,5,4,"https://www.google.com/maps/search/?api=1&query=D'SHOES%20LAUNDRY%20sukabumi"
389,"Dewi Swadaya","Cuci Sepatu","Zona 4 (Jantung Kota)","HIGH_LOW_REV",085720987019,mobile,5,4,"https://www.google.com/maps/search/?api=1&query=Dewi%20Swadaya%20sukabumi"
390,"Gadawu Shoes Care","Cuci Sepatu","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",082110233334,mobile,5,4,"https://www.google.com/maps/search/?api=1&query=Gadawu%20Shoes%20Care%20sukabumi"
391,"Rawat Sepatu Sukabumi Shoes Treatment & Laundry","Cuci Sepatu","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",089628999218,mobile,5,2,"https://www.google.com/maps/search/?api=1&query=Rawat%20Sepatu%20Sukabumi%20Shoes%20Treatment%20%26%20Laundry"
392,"Toko Bahan Bangunan Bukti Rahayu","Konstruksi","Zona 5 (Timur/Utara)","UNDER_5",081214200800,mobile,4.5,0,"https://www.google.com/maps/search/?api=1&query=Toko%20Bahan%20Bangunan%20Bukti%20Rahayu%20sukabumi"
393,"Sinar baru / sinar bangunan cisaat","Konstruksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",085863444498,mobile,4.5,182,"https://www.google.com/maps/search/?api=1&query=Sinar%20baru%20%2F%20sinar%20bangunan%20cisaat%20sukabumi"
394,"PT. Semen Jawa (Siam Cement Group)","Konstruksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",02663220100,landline,4,147,"https://www.google.com/maps/search/?api=1&query=PT.%20Semen%20Jawa%20(Siam%20Cement%20Group)%20sukabumi"
395,"PT. Semen Indonesia Logistik Cabang Sukabumi","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4,7,"https://www.google.com/maps/search/?api=1&query=PT.%20Semen%20Indonesia%20Logistik%20Cabang%20Sukabumi"
396,"Mega Baja Sukabumi","Konstruksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",085321905055,mobile,4.2,70,"https://www.google.com/maps/search/?api=1&query=Mega%20Baja%20Sukabumi"
397,"Tunas Baru","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",08158006325,mobile,4.6,76,"https://www.google.com/maps/search/?api=1&query=Tunas%20Baru%20sukabumi"
398,"Central Baja Sukabumi - Distributor Baja | Toko Bahan Bangunan | Baja Ringan","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",0266218475,landline,4.8,19,"https://www.google.com/maps/search/?api=1&query=Central%20Baja%20Sukabumi%20-%20Distributor%20Baja%20%7C%20Toko%20Bahan%20Bangunan%20%7C%20Baja%20Ringan"
399,"Toko Besi Cahaya Jaya","Konstruksi","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,4,"https://www.google.com/maps/search/?api=1&query=Toko%20Besi%20Cahaya%20Jaya%20sukabumi"
400,"Mitra Besi Baja Sukabumi","Konstruksi","Zona 5 (Timur/Utara)","HIGH_LOW_REV",085117388321,mobile,5,24,"https://www.google.com/maps/search/?api=1&query=Mitra%20Besi%20Baja%20Sukabumi"
401,"Toko Besi Naga Mas","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",0266224575,landline,4.1,19,"https://www.google.com/maps/search/?api=1&query=Toko%20Besi%20Naga%20Mas%20sukabumi"
402,"Toko Hong Kiyat Keramik, Sanitair, dan Cat","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",08991701928,mobile,4.8,176,"https://www.google.com/maps/search/?api=1&query=Toko%20Hong%20Kiyat%20Keramik%2C%20Sanitair%2C%20dan%20Cat%20sukabumi"
403,"Graha Keramik 1","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.5,63,"https://www.google.com/maps/search/?api=1&query=Graha%20Keramik%201%20sukabumi"
404,"Situ Jaya Keramik","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.4,29,"https://www.google.com/maps/search/?api=1&query=Situ%20Jaya%20Keramik%20sukabumi"
405,"Roda Mas Home Center","Konstruksi","Zona 4 (Jantung Kota)","UNDER_5",085814756268,mobile,4.4,53,"https://www.google.com/maps/search/?api=1&query=Roda%20Mas%20Home%20Center%20sukabumi"
406,"Toko Cat Asia Warna 2","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.6,65,"https://www.google.com/maps/search/?api=1&query=Toko%20Cat%20Asia%20Warna%202%20sukabumi"
407,"Toko Cat Sinar Jaya Tiga","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",081806117234,mobile,4.7,15,"https://www.google.com/maps/search/?api=1&query=Toko%20Cat%20Sinar%20Jaya%20Tiga%20sukabumi"
408,"TOKO ATHARRAZKA ( CAT TEMBOK KILOAN )","Konstruksi","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",081911748499,mobile,5,2,"https://www.google.com/maps/search/?api=1&query=TOKO%20ATHARRAZKA%20(%20CAT%20TEMBOK%20KILOAN%20)%20sukabumi"
409,"Cat Kiloan Rambay","Konstruksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.5,25,"https://www.google.com/maps/search/?api=1&query=Cat%20Kiloan%20Rambay%20sukabumi"
410,"Toko Keramik & Plywood SUMBER MAKMUR","Konstruksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",0816605523,mobile,4.9,33,"https://www.google.com/maps/search/?api=1&query=Toko%20Keramik%20%26%20Plywood%20SUMBER%20MAKMUR%20sukabumi"
411,"Dewi keramik","Konstruksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.5,13,"https://www.google.com/maps/search/?api=1&query=Dewi%20keramik%20sukabumi"
412,"Toko GRS Maju Bersama | Plywood, Triplek, HPL, Aksesoris Furniture Sukabumi","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",082344470877,mobile,4.9,9,"https://www.google.com/maps/search/?api=1&query=Toko%20GRS%20Maju%20Bersama%20%7C%20Plywood%2C%20Triplek%2C%20HPL%2C%20Aksesoris%20Furniture%20Sukabumi"
413,"PD Jaya abadi","Konstruksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",085793333234,mobile,4.3,31,"https://www.google.com/maps/search/?api=1&query=PD%20Jaya%20abadi%20sukabumi"
414,"Gudang Berkah Makmur Plywood","Konstruksi","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",082344470877,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=Gudang%20Berkah%20Makmur%20Plywood%20sukabumi"
415,"CV . Makmur Jaya","Konstruksi","Zona 4 (Jantung Kota)","UNDER_5",0266222294,landline,4.7,42,"https://www.google.com/maps/search/?api=1&query=CV%20.%20Makmur%20Jaya%20sukabumi"
416,"Distributor pipa ppr pvc hdpe","Konstruksi","Zona 3 (Pusat Selatan)","UNDER_5",081295805387,mobile,1,1,"https://www.google.com/maps/search/?api=1&query=Distributor%20pipa%20ppr%20pvc%20hdpe%20sukabumi"
417,"Plafon PVC Sukabumi","Konstruksi","Zona 5 (Timur/Utara)","UNDER_5",081281774186,mobile,4.7,13,"https://www.google.com/maps/search/?api=1&query=Plafon%20PVC%20Sukabumi"
418,"Gemilang plafon pvc Sukabumi","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",087778088011,mobile,3.8,12,"https://www.google.com/maps/search/?api=1&query=Gemilang%20plafon%20pvc%20Sukabumi"
419,"distributor hdpe pipe selang hdpe","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",085819588099,mobile,4.5,8,"https://www.google.com/maps/search/?api=1&query=distributor%20hdpe%20pipe%20selang%20hdpe%20sukabumi"
420,"Asba Plafon PVC Sukabumi","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.9,7,"https://www.google.com/maps/search/?api=1&query=Asba%20Plafon%20PVC%20Sukabumi"
421,"DAPUR MUNGIL PUSAT","Bakery & Kue","Zona 3 (Pusat Selatan)","UNDER_5",,,4.8,241,"https://www.google.com/maps/search/?api=1&query=DAPUR%20MUNGIL%20PUSAT%20sukabumi"
422,"Amorcakes and Bakery - Cikole Sukabumi","Bakery & Kue","Zona 4 (Jantung Kota)","UNDER_5",081190088982,mobile,4.9,212,"https://www.google.com/maps/search/?api=1&query=Amorcakes%20and%20Bakery%20-%20Cikole%20Sukabumi"
423,"Holland Bakery","Bakery & Kue","Zona 1 (Baros/Jalur)","UNDER_5",08975971945,mobile,4.3,119,"https://www.google.com/maps/search/?api=1&query=Holland%20Bakery%20sukabumi"
424,"The Harvest Cakes - Sukabumi","Bakery & Kue","Zona 4 (Jantung Kota)","UNDER_5",,,4.7,198,"https://www.google.com/maps/search/?api=1&query=The%20Harvest%20Cakes%20-%20Sukabumi"
425,"Cantigi","Bakery & Kue","Zona 4 (Jantung Kota)","UNDER_5",085624764111,mobile,4,28,"https://www.google.com/maps/search/?api=1&query=Cantigi%20sukabumi"
426,"Toko kue basah SnS","Bakery & Kue","Zona 5 (Timur/Utara)","HIGH_LOW_REV",089698820076,mobile,5,11,"https://www.google.com/maps/search/?api=1&query=Toko%20kue%20basah%20SnS%20sukabumi"
427,"Toko CS","Bakery & Kue","Zona 4 (Jantung Kota)","UNDER_5",0266227673,landline,4.8,24,"https://www.google.com/maps/search/?api=1&query=Toko%20CS%20sukabumi"
428,"Siliwangi Bolu Kukus Jendral Sudirman, Sukabumi","Bakery & Kue","Zona 3 (Pusat Selatan)","UNDER_5",,,4.5,73,"https://www.google.com/maps/search/?api=1&query=Siliwangi%20Bolu%20Kukus%20Jendral%20Sudirman%2C%20Sukabumi"
429,"Bolu Amor Jl Gudang","Bakery & Kue","Zona 4 (Jantung Kota)","HIGH_LOW_REV",085798900304,mobile,5,410,"https://www.google.com/maps/search/?api=1&query=Bolu%20Amor%20Jl%20Gudang%20sukabumi"
430,"zakesta brownies and cakes","Bakery & Kue","Zona 3 (Pusat Selatan)","HIGH_LOW_REV",,,5,125,"https://www.google.com/maps/search/?api=1&query=zakesta%20brownies%20and%20cakes%20sukabumi"
431,"Bolu Pisang Ibu Onih","Bakery & Kue","Zona 1 (Baros/Jalur)","UNDER_5",081572824444,mobile,4.6,57,"https://www.google.com/maps/search/?api=1&query=Bolu%20Pisang%20Ibu%20Onih%20sukabumi"
432,"Shell patisserie","Bakery & Kue","Zona 5 (Timur/Utara)","UNDER_5",08982288222,mobile,4.8,114,"https://www.google.com/maps/search/?api=1&query=Shell%20patisserie%20sukabumi"
433,"Praline Sukabumi","Bakery & Kue","Zona 4 (Jantung Kota)","UNDER_5",08118957881,mobile,4.5,433,"https://www.google.com/maps/search/?api=1&query=Praline%20Sukabumi"
434,"Bolu Labu Al-Hijrah (Oleh-Oleh Khas Sukabumi)","Bakery & Kue","Zona 6 (Ekspedisi Wisata)","UNDER_5",081563715053,mobile,4.5,43,"https://www.google.com/maps/search/?api=1&query=Bolu%20Labu%20Al-Hijrah%20(Oleh-Oleh%20Khas%20Sukabumi)"
435,"Toko Sindang Sari Oleh Oleh Sukabumi","Bakery & Kue","Zona 1 (Baros/Jalur)","UNDER_5",081283354474,mobile,4.3,15,"https://www.google.com/maps/search/?api=1&query=Toko%20Sindang%20Sari%20Oleh%20Oleh%20Sukabumi"
436,"Mochi A Yani","Bakery & Kue","Zona 4 (Jantung Kota)","UNDER_5",087748271423,mobile,4.7,466,"https://www.google.com/maps/search/?api=1&query=Mochi%20A%20Yani%20sukabumi"
437,"Kusuma Oleh - Oleh Sukabumi","Bakery & Kue","Zona 4 (Jantung Kota)","HIGH_LOW_REV",,,5,12,"https://www.google.com/maps/search/?api=1&query=Kusuma%20Oleh%20-%20Oleh%20Sukabumi"
438,"Dodol Harendong","Bakery & Kue","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,2,"https://www.google.com/maps/search/?api=1&query=Dodol%20Harendong%20sukabumi"
439,"Dodol Garut Maryati","Bakery & Kue","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",081572248570,mobile,5,10,"https://www.google.com/maps/search/?api=1&query=Dodol%20Garut%20Maryati%20sukabumi"
440,"Dodol Ngaray","Bakery & Kue","Zona 5 (Timur/Utara)","HIGH_LOW_REV",085862888823,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=Dodol%20Ngaray%20sukabumi"
441,"Mochi Kaswari Bakat Jaya","Bakery & Kue","Zona 4 (Jantung Kota)","UNDER_5",0266232092,landline,4.5,211,"https://www.google.com/maps/search/?api=1&query=Mochi%20Kaswari%20Bakat%20Jaya%20sukabumi"
442,"LUCKY Kamera (Sukabumi Kota)","Foto & Kamera","Zona 1 (Baros/Jalur)","UNDER_5",08569899000,mobile,4.6,124,"https://www.google.com/maps/search/?api=1&query=LUCKY%20Kamera%20(Sukabumi%20Kota)"
443,"KAMERA IBNU (SEWA KAMERA SUKABUMI)","Foto & Kamera","Zona 4 (Jantung Kota)","HIGH_LOW_REV",08566601264,mobile,5,11,"https://www.google.com/maps/search/?api=1&query=KAMERA%20IBNU%20(SEWA%20KAMERA%20SUKABUMI)"
444,"ADAMASANYA.SMI","Foto & Kamera","Zona 1 (Baros/Jalur)","UNDER_5",085939717250,mobile,4.7,108,"https://www.google.com/maps/search/?api=1&query=ADAMASANYA.SMI%20sukabumi"
445,"Digital Camera Repair AGPA service kamera sukabumi","Foto & Kamera","Zona 6 (Ekspedisi Wisata)","UNDER_5",085171005972,mobile,4.9,38,"https://www.google.com/maps/search/?api=1&query=Digital%20Camera%20Repair%20AGPA%20service%20kamera%20sukabumi"
446,"Rental Alat Sukabumi 2","Foto & Kamera","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",085718087000,mobile,5,3,"https://www.google.com/maps/search/?api=1&query=Rental%20Alat%20Sukabumi%202"
447,"Rezz Digital","Foto & Kamera","Zona 4 (Jantung Kota)","UNDER_5",085872335899,mobile,3,2,"https://www.google.com/maps/search/?api=1&query=Rezz%20Digital%20sukabumi"
448,"Foto Lee Ming","Foto & Kamera","Zona 4 (Jantung Kota)","UNDER_5",089652173979,mobile,4.4,70,"https://www.google.com/maps/search/?api=1&query=Foto%20Lee%20Ming%20sukabumi"
449,"DIGI PHOTO Lab & Studio SUKABUMI","Foto & Kamera","Zona 4 (Jantung Kota)","UNDER_5",082321518428,mobile,4.6,173,"https://www.google.com/maps/search/?api=1&query=DIGI%20PHOTO%20Lab%20%26%20Studio%20SUKABUMI"
450,"Yakima Photo","Foto & Kamera","Zona 4 (Jantung Kota)","UNDER_5",,,4.3,164,"https://www.google.com/maps/search/?api=1&query=Yakima%20Photo%20sukabumi"
451,"NET FOTOGRAFI Sukabumi _ Office & Studio","Foto & Kamera","Zona 4 (Jantung Kota)","UNDER_5",089517708799,mobile,4.7,76,"https://www.google.com/maps/search/?api=1&query=NET%20FOTOGRAFI%20Sukabumi%20_%20Office%20%26%20Studio"
452,"JSTUDIO PHOTO","Foto & Kamera","Zona 1 (Baros/Jalur)","UNDER_5",082122699920,mobile,4.9,92,"https://www.google.com/maps/search/?api=1&query=JSTUDIO%20PHOTO%20sukabumi"
453,"Kita Photo Studio","Foto & Kamera","Zona 1 (Baros/Jalur)","UNDER_5",085863377149,mobile,4.6,128,"https://www.google.com/maps/search/?api=1&query=Kita%20Photo%20Studio%20sukabumi"
454,"LUVINOPICTURES","Foto & Kamera","Zona 3 (Pusat Selatan)","UNDER_5",085863600900,mobile,4.9,14,"https://www.google.com/maps/search/?api=1&query=LUVINOPICTURES%20sukabumi"
455,"Qss Digital Photo Studio Sukabumi","Foto & Kamera","Zona 4 (Jantung Kota)","UNDER_5",02666244927,landline,4.5,37,"https://www.google.com/maps/search/?api=1&query=Qss%20Digital%20Photo%20Studio%20Sukabumi"
456,"Kertas Warna","Foto & Kamera","Zona 1 (Baros/Jalur)","UNDER_5",089620193110,mobile,4.6,242,"https://www.google.com/maps/search/?api=1&query=Kertas%20Warna%20sukabumi"
457,"Studio Musik Cees","Studio Musik & Seni","Zona 4 (Jantung Kota)","UNDER_5",,,4.7,7,"https://www.google.com/maps/search/?api=1&query=Studio%20Musik%20Cees%20sukabumi"
458,"WM STUDIO / Studio Music Sukabumi","Studio Musik & Seni","Zona 2 (Cisaat/Cibadak)","UNDER_5",087720807888,mobile,4.9,13,"https://www.google.com/maps/search/?api=1&query=WM%20STUDIO%20%2F%20Studio%20Music%20Sukabumi"
459,"HARU STUDIO","Studio Musik & Seni","Zona 1 (Baros/Jalur)","UNDER_5",081316674422,mobile,4.9,40,"https://www.google.com/maps/search/?api=1&query=HARU%20STUDIO%20sukabumi"
460,"Ping!!! Music Studio","Studio Musik & Seni","Zona 1 (Baros/Jalur)","UNDER_5",083818225533,mobile,4.3,68,"https://www.google.com/maps/search/?api=1&query=Ping!!!%20Music%20Studio%20sukabumi"
461,"Leo Musik Studio","Studio Musik & Seni","Zona 3 (Pusat Selatan)","UNDER_5",085793561531,mobile,4.8,34,"https://www.google.com/maps/search/?api=1&query=Leo%20Musik%20Studio%20sukabumi"
462,"Dji's Studio","Studio Musik & Seni","Zona 4 (Jantung Kota)","HIGH_LOW_REV",085215307215,mobile,5,68,"https://www.google.com/maps/search/?api=1&query=Dji's%20Studio%20sukabumi"
463,"Mabes Studio Recording","Studio Musik & Seni","Zona 2 (Cisaat/Cibadak)","UNDER_5",0266238112,landline,4.7,55,"https://www.google.com/maps/search/?api=1&query=Mabes%20Studio%20Recording%20sukabumi"
464,"Playback Music Studio Recording","Studio Musik & Seni","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",085723371249,mobile,5,18,"https://www.google.com/maps/search/?api=1&query=Playback%20Music%20Studio%20Recording%20sukabumi"
465,"Mg Music Studio","Studio Musik & Seni","Zona 3 (Pusat Selatan)","HIGH_LOW_REV",085721866448,mobile,5,10,"https://www.google.com/maps/search/?api=1&query=Mg%20Music%20Studio%20sukabumi"
466,"lans studio musik","Studio Musik & Seni","Zona 1 (Baros/Jalur)","UNDER_5",085720720731,mobile,4.7,13,"https://www.google.com/maps/search/?api=1&query=lans%20studio%20musik%20sukabumi"
467,"Grow Entertainment","Studio Musik & Seni","Zona 1 (Baros/Jalur)","UNDER_5",0895628098040,mobile,4.9,32,"https://www.google.com/maps/search/?api=1&query=Grow%20Entertainment%20sukabumi"
468,"TR RECORD STUDIO","Studio Musik & Seni","Zona 4 (Jantung Kota)","UNDER_5",08156117115,mobile,4.7,83,"https://www.google.com/maps/search/?api=1&query=TR%20RECORD%20STUDIO%20sukabumi"
469,"Gilang Ramadhan Studio Band","Studio Musik & Seni","Zona 4 (Jantung Kota)","HIGH_LOW_REV",0266213260,landline,5,2,"https://www.google.com/maps/search/?api=1&query=Gilang%20Ramadhan%20Studio%20Band%20sukabumi"
470,"Syika Studio","Studio Musik & Seni","Zona 2 (Cisaat/Cibadak)","UNDER_5",085659187813,mobile,4.2,80,"https://www.google.com/maps/search/?api=1&query=Syika%20Studio%20sukabumi"
471,"Purwacaraka music Studio Sukabumi","Studio Musik & Seni","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",081573295905,mobile,5,5,"https://www.google.com/maps/search/?api=1&query=Purwacaraka%20music%20Studio%20Sukabumi"
472,"Sukabumi Music School","Studio Musik & Seni","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",08562059167,mobile,5,4,"https://www.google.com/maps/search/?api=1&query=Sukabumi%20Music%20School"
473,"Nada Cendekia Music School","Studio Musik & Seni","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",0881011894565,mobile,5,2,"https://www.google.com/maps/search/?api=1&query=Nada%20Cendekia%20Music%20School%20sukabumi"
474,"Stiva Music Studio","Studio Musik & Seni","Zona 5 (Timur/Utara)","HIGH_LOW_REV",081386161110,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=Stiva%20Music%20Studio%20sukabumi"
475,"Jays Music Studio","Studio Musik & Seni","Zona 4 (Jantung Kota)","HIGH_LOW_REV",082117577125,mobile,5,12,"https://www.google.com/maps/search/?api=1&query=Jays%20Music%20Studio%20sukabumi"
476,"M9 Rumah Seni","Studio Musik & Seni","Zona 4 (Jantung Kota)","HIGH_LOW_REV",085724055363,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=M9%20Rumah%20Seni%20sukabumi"
477,"Ayodhaloka Art Space","Studio Musik & Seni","Zona 3 (Pusat Selatan)","UNDER_5",,,4.9,7,"https://www.google.com/maps/search/?api=1&query=Ayodhaloka%20Art%20Space%20sukabumi"
478,"Ghibran Pakan Hewan","Pet & Hewan","Zona 5 (Timur/Utara)","UNDER_5",085624046610,mobile,4.9,0,"https://www.google.com/maps/search/?api=1&query=Ghibran%20Pakan%20Hewan%20sukabumi"
479,"DUNIA AQUARIUM PET & POULTRY SHOP","Pet & Hewan","Zona 2 (Cisaat/Cibadak)","UNDER_5",085659453347,mobile,4.6,283,"https://www.google.com/maps/search/?api=1&query=DUNIA%20AQUARIUM%20PET%20%26%20POULTRY%20SHOP%20sukabumi"
480,"JJ Pet Shop, Grooming & Pet Hotel - Pasundan","Pet & Hewan","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",081315446377,mobile,5,198,"https://www.google.com/maps/search/?api=1&query=JJ%20Pet%20Shop%2C%20Grooming%20%26%20Pet%20Hotel%20-%20Pasundan%20sukabumi"
481,"Pamz Grooming sukabumi","Pet & Hewan","Zona 5 (Timur/Utara)","HIGH_LOW_REV",08876070000,mobile,5,39,"https://www.google.com/maps/search/?api=1&query=Pamz%20Grooming%20sukabumi"
482,"drh. Ate Rahmat, M.Si","Pet & Hewan","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.8,58,"https://www.google.com/maps/search/?api=1&query=drh.%20Ate%20Rahmat%2C%20M.Si%20sukabumi"
483,"Dokter Hewan Riki Barata","Pet & Hewan","Zona 5 (Timur/Utara)","UNDER_5",08175411477,mobile,4.8,167,"https://www.google.com/maps/search/?api=1&query=Dokter%20Hewan%20Riki%20Barata%20sukabumi"
484,"KLINIK HEWAN KOTA SUKABUMI (BIDANG PETERNAKAN & KESEHATAN HEWAN)","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",0266222186,landline,4.6,109,"https://www.google.com/maps/search/?api=1&query=KLINIK%20HEWAN%20KOTA%20SUKABUMI%20(BIDANG%20PETERNAKAN%20%26%20KESEHATAN%20HEWAN)"
485,"Praktek Drh Ilianawati","Pet & Hewan","Zona 4 (Jantung Kota)","UNDER_5",087878403766,mobile,4.8,60,"https://www.google.com/maps/search/?api=1&query=Praktek%20Drh%20Ilianawati%20sukabumi"
486,"Tulip pet care","Pet & Hewan","Zona 4 (Jantung Kota)","UNDER_5",085212382042,mobile,4.9,58,"https://www.google.com/maps/search/?api=1&query=Tulip%20pet%20care%20sukabumi"
487,"Klinik Hewan drh Narti (Vhivet Care)&petshop","Pet & Hewan","Zona 2 (Cisaat/Cibadak)","UNDER_5",085775217706,mobile,4.2,64,"https://www.google.com/maps/search/?api=1&query=Klinik%20Hewan%20drh%20Narti%20(Vhivet%20Care)%26petshop%20sukabumi"
488,"Ratu Cathouse Sukabumi","Pet & Hewan","Zona 5 (Timur/Utara)","UNDER_5",089652508535,mobile,4.9,66,"https://www.google.com/maps/search/?api=1&query=Ratu%20Cathouse%20Sukabumi"
489,"Odeon Aquarium","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",081563172094,mobile,4.6,244,"https://www.google.com/maps/search/?api=1&query=Odeon%20Aquarium%20sukabumi"
490,"Sukabumi Aquarium","Pet & Hewan","Zona 4 (Jantung Kota)","UNDER_5",08977513364,mobile,4.5,31,"https://www.google.com/maps/search/?api=1&query=Sukabumi%20Aquarium"
491,"Aloha","Pet & Hewan","Zona 4 (Jantung Kota)","UNDER_5",0266225615,landline,4.4,121,"https://www.google.com/maps/search/?api=1&query=Aloha%20sukabumi"
492,"Hansee Aquarium","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",08111179334,mobile,4.4,165,"https://www.google.com/maps/search/?api=1&query=Hansee%20Aquarium%20sukabumi"
493,"Toko ikan kondang aquarium","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",085759003958,mobile,4.9,18,"https://www.google.com/maps/search/?api=1&query=Toko%20ikan%20kondang%20aquarium%20sukabumi"
494,"Pribumi Aquarium","Pet & Hewan","Zona 5 (Timur/Utara)","UNDER_5",081563324611,mobile,4.4,42,"https://www.google.com/maps/search/?api=1&query=Pribumi%20Aquarium%20sukabumi"
495,"Ikan hias laut sukabumi","Pet & Hewan","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",085624776964,mobile,5,5,"https://www.google.com/maps/search/?api=1&query=Ikan%20hias%20laut%20sukabumi"
496,"Arf Bird Shop","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",0816609607,mobile,4.4,34,"https://www.google.com/maps/search/?api=1&query=Arf%20Bird%20Shop%20sukabumi"
497,"Pasar Burung Pasundan Sukabumi","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",085719343555,mobile,4.1,82,"https://www.google.com/maps/search/?api=1&query=Pasar%20Burung%20Pasundan%20Sukabumi"
498,"KIOS BURUNG PAK ARMAN","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",,,4.3,9,"https://www.google.com/maps/search/?api=1&query=KIOS%20BURUNG%20PAK%20ARMAN%20sukabumi"
499,"MAJA KICAU","Pet & Hewan","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",08111184812,mobile,5,4,"https://www.google.com/maps/search/?api=1&query=MAJA%20KICAU%20sukabumi"
500,"Mahesa Bird Shop","Pet & Hewan","Zona 5 (Timur/Utara)","UNDER_5",081212062381,mobile,4.3,6,"https://www.google.com/maps/search/?api=1&query=Mahesa%20Bird%20Shop%20sukabumi"
501,"Pd Mahardika","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",08159000051,mobile,3.7,22,"https://www.google.com/maps/search/?api=1&query=Pd%20Mahardika%20sukabumi"
502,"KIOS BURUNG FAHREZA (KBF)","Pet & Hewan","Zona 3 (Pusat Selatan)","HIGH_LOW_REV",085720869500,mobile,5,2,"https://www.google.com/maps/search/?api=1&query=KIOS%20BURUNG%20FAHREZA%20(KBF)%20sukabumi"
503,"Zaki Aquatic Store Sukabumi","Pet & Hewan","Zona 2 (Cisaat/Cibadak)","UNDER_5",085180594831,mobile,4.7,57,"https://www.google.com/maps/search/?api=1&query=Zaki%20Aquatic%20Store%20Sukabumi"
504,"veiz aquascape","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",081212766669,mobile,4.4,9,"https://www.google.com/maps/search/?api=1&query=veiz%20aquascape%20sukabumi"
505,"Djunior Diecast - Hotwheels Store","Hobi & Koleksi","Zona 4 (Jantung Kota)","HIGH_LOW_REV",,,5,12,"https://www.google.com/maps/search/?api=1&query=Djunior%20Diecast%20-%20Hotwheels%20Store%20sukabumi"
506,"Bangsawan Toys (Diecast store)","Hobi & Koleksi","Zona 4 (Jantung Kota)","HIGH_LOW_REV",089610420994,mobile,5,5,"https://www.google.com/maps/search/?api=1&query=Bangsawan%20Toys%20(Diecast%20store)%20sukabumi"
